"TOA5","E7331","CR1000","E7331","CR1000.Std.26","CPU:rad_tower_v1_2.CR1","7834","Rad_dhm"
"TIMESTAMP","RECORD","SR01Up_Avg","SR01Up_Std","SR01Dn_Avg","SR01Dn_Std","IR01UpCo_Avg","IR01UpCo_Std","IR01DnCo_Avg","IR01DnCo_Std","NR01TC_Avg","NR01TC_Std","NetRs_Avg","NetRs_Std","NetRl_Avg","NetRl_Std","Albedo_Avg","Albedo_Std","UpTot_Avg","UpTot_Std","DnTot_Avg","DnTot_Std","NetTot_Avg","NetTot_Std","Tsurf_Avg","Tsurf_Std","Tsky_Avg","Tsky_Std","PAR_Std","PAR_Avg","PAR_Tot"
"TS","RN","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","W/m^2","W/m^2","W/m^2","W/m^2",".",".","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","Deg C","Deg C","umol/s/m^2","umol/s/m^2","umol/s/m^2"
"","","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Std","Avg","Tot"
"2017-06-30 01:00:00",32263,-5.1,0.297,-0.188,0.305,331.8,1.204,399.7,1.817,19.17,0.335,-4.912,0.12,-67.89,1.023,0.034,0.058,326.7,1.181,399.5,1.906,-72.8,1.108,16.61,0.329,3.436,0.251,0.001,0.005,19.69235
"2017-06-30 02:00:00",32264,-4.88,0.308,-0.032,0.301,330.2,0.488,397.8,0.646,18.87,0.123,-4.848,0.165,-67.57,0.377,0.003,0.063,325.3,0.65,397.7,0.846,-72.42,0.414,16.26,0.118,3.094,0.102,0.033,0.026,94.90726
"2017-06-30 03:00:00",32265,2.417,8.75,0.61,0.701,330.3,0.512,396.7,0.466,18.55,0.146,1.807,8.06,-66.41,0.283,"INF","NAN",332.7,9.14,397.3,1.081,-64.6,8.12,16.06,0.085,3.116,0.107,10.26,9.8,35285.79
"2017-06-30 04:00:00",32266,62.16,37.52,6.365,3.526,337.8,8.92,401.6,4.054,18,0.379,55.79,34.21,-63.82,5.388,0.109,0.039,400,45.28,408,7.325,-8.03,38.43,16.96,0.73,4.658,1.811,58.48,102.8,369958.8
"2017-06-30 05:00:00",32267,186.2,89.9,17.02,7.893,339.6,1.769,415,6.191,19.29,0.629,169.2,82,-75.44,7.215,0.092,0.007,525.8,89.2,432.1,13.61,93.8,75.8,19.34,1.089,5.039,0.361,145.2,321.4,1156904
"2017-06-30 06:00:00",32268,390.9,51.25,36.5,5.797,341.9,1.323,437.1,5.292,21.21,0.31,354.4,45.46,-95.1,4.144,0.093,0.003,732.8,52.34,473.5,11.03,259.2,41.37,23.15,0.898,5.514,0.27,200.7,519.9,1871669
"2017-06-30 07:00:00",32269,466.2,200.2,46.78,21,349.3,10.53,447.8,7.523,21.67,0.376,419.4,179.2,-98.4,6.787,0.098,0.008,816,202.2,494.5,25.99,321,176.9,24.94,1.252,6.988,2.069,347.3,721.5,2597459
"2017-06-30 08:00:00",32270,724.8,57.71,75.25,6.579,343.5,0.868,463.6,6.336,22.01,0.272,649.6,51.18,-120,5.748,0.104,0.001,1068,58.18,538.8,12.42,529.5,46.67,27.55,1.027,5.847,0.176,254,1208,4347484
