"TOA5","E7331","CR1000","E7331","CR1000.Std.26","CPU:rad_tower_v1_2.CR1","7834","Rad_dhm"
"TIMESTAMP","RECORD","SR01Up_Avg","SR01Up_Std","SR01Dn_Avg","SR01Dn_Std","IR01UpCo_Avg","IR01UpCo_Std","IR01DnCo_Avg","IR01DnCo_Std","NR01TC_Avg","NR01TC_Std","NetRs_Avg","NetRs_Std","NetRl_Avg","NetRl_Std","Albedo_Avg","Albedo_Std","UpTot_Avg","UpTot_Std","DnTot_Avg","DnTot_Std","NetTot_Avg","NetTot_Std","Tsurf_Avg","Tsurf_Std","Tsky_Avg","Tsky_Std","PAR_Std","PAR_Avg","PAR_Tot"
"TS","RN","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","W/m^2","W/m^2","W/m^2","W/m^2",".",".","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","Deg C","Deg C","umol/s/m^2","umol/s/m^2","umol/s/m^2"
"","","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Std","Avg","Tot"
"2017-06-17 01:00:00",31951,-1.831,0.368,-0.387,0.066,368.5,4.889,385.1,0.541,14.92,0.08,-1.444,0.399,-16.58,4.418,0.22,0.057,366.7,4.973,384.7,0.504,-18.03,4.526,13.93,0.101,10.78,0.943,0.001,0.011,41.26922
"2017-06-17 02:00:00",31952,-4.922,0.54,0.64,0.397,370.1,2.929,382,1.363,14.18,0.32,-5.562,0.885,-11.95,2.622,-0.124,0.074,365.2,2.88,382.7,1.272,-17.52,2.159,13.35,0.255,11.08,0.564,0.007,0.014,51.50396
"2017-06-17 03:00:00",31953,-3.433,1.232,0.503,0.35,371,3.515,380,0.378,13.8,0.165,-3.935,1.07,-8.98,3.677,"NAN","NAN",367.6,4.637,380.5,0.313,-12.91,4.647,12.97,0.071,11.26,0.672,1.44,1.226,4414.73
"2017-06-17 04:00:00",31954,2.445,2.712,1.502,0.301,375.1,1.116,378.5,0.21,13.21,0.066,0.942,2.44,-3.443,1.007,"NAN","NAN",377.5,3.107,380,0.354,-2.5,2.814,12.69,0.04,12.04,0.212,5.905,10.02,36058.29
"2017-06-17 05:00:00",31955,30.35,17.98,3.757,1.699,373,2.746,379.6,0.463,12.78,0.558,26.59,16.3,-6.549,2.936,0.135,0.021,403.4,15.82,383.4,2.009,20.05,13.85,12.9,0.087,11.65,0.524,35.12,66.6,239753.6
"2017-06-17 06:00:00",31956,93.5,51.71,9.63,4.7,369.1,3.107,382.4,2.316,12.53,0.312,83.9,47.01,-13.31,3.767,0.107,0.01,462.6,50.09,392,6.45,70.55,43.84,13.42,0.434,10.89,0.601,93.1,185.2,666788.8
"2017-06-17 07:00:00",31957,179.2,58.44,17.63,5.337,366.6,2.782,389.9,1.934,13.41,0.207,161.6,53.11,-23.36,3.44,0.099,0.004,545.8,56.32,407.6,6.047,138.2,50.58,14.82,0.356,10.41,0.539,103.6,339.7,1223022
"2017-06-17 08:00:00",31958,181.6,71.08,17.93,6.339,366.1,3.341,388.9,2.816,13.21,0.354,163.7,64.76,-22.79,5.084,0.101,0.006,547.7,68.3,406.9,8.57,140.9,59.96,14.64,0.521,10.32,0.648,124.1,349,1256348
