"TOA5","E7331","CR1000","E7331","CR1000.Std.26","CPU:rad_tower_v1_2.CR1","7834","Rad_dhm"
"TIMESTAMP","RECORD","SR01Up_Avg","SR01Up_Std","SR01Dn_Avg","SR01Dn_Std","IR01UpCo_Avg","IR01UpCo_Std","IR01DnCo_Avg","IR01DnCo_Std","NR01TC_Avg","NR01TC_Std","NetRs_Avg","NetRs_Std","NetRl_Avg","NetRl_Std","Albedo_Avg","Albedo_Std","UpTot_Avg","UpTot_Std","DnTot_Avg","DnTot_Std","NetTot_Avg","NetTot_Std","Tsurf_Avg","Tsurf_Std","Tsky_Avg","Tsky_Std","PAR_Std","PAR_Avg","PAR_Tot"
"TS","RN","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","W/m^2","W/m^2","W/m^2","W/m^2",".",".","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","Deg C","Deg C","umol/s/m^2","umol/s/m^2","umol/s/m^2"
"","","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Std","Avg","Tot"
"2017-06-07 01:00:00",31711,-2.921,0.713,1.717,0.712,386.4,8.54,400.8,2.749,17.22,0.445,-4.638,1.354,-14.35,6.311,-0.572,0.17,383.5,8.39,402.5,3.181,-18.98,6.107,16.8,0.497,14.16,1.591,0.001,0.01,34.89571
"2017-06-07 02:00:00",31712,-2.55,0.523,0.136,0.32,383.5,1.059,395.6,1.402,16.59,0.371,-2.686,0.565,-12.05,1.3,-0.056,0.122,381,1.285,395.7,1.356,-14.74,1.15,15.86,0.256,13.63,0.198,0.003,0.013,47.00511
"2017-06-07 03:00:00",31713,-2.786,0.764,0.177,0.292,384.3,1.274,394.6,0.474,16.33,0.185,-2.964,0.941,-10.29,0.971,-0.053,0.101,381.5,1.367,394.8,0.348,-13.25,1.257,15.68,0.087,13.78,0.238,1.147,1.274,4585.457
"2017-06-07 04:00:00",31714,9.23,9.55,1.661,1.14,371,3.691,385,2.105,14.09,0.442,7.574,8.63,-13.99,2.324,0.209,1.363,380.3,7.669,386.7,2.083,-6.413,6.709,13.91,0.391,11.27,0.702,15.15,24.59,88533.55
"2017-06-07 05:00:00",31715,156.5,81.5,14.56,7.38,339.4,14.99,389.8,2.671,14.19,0.406,141.9,74.16,-50.43,16.31,0.095,0.01,495.9,72.72,404.4,9.37,91.5,63.65,14.8,0.493,4.95,3.052,144.5,287.2,1033777
"2017-06-07 06:00:00",31716,270.6,91.6,26.72,7.652,353.4,7.308,404.3,2.792,15.58,0.215,243.9,84.1,-50.87,6.982,0.1,0.007,624,85.6,431,8.22,193,78.24,17.43,0.501,7.813,1.473,124.3,452.4,1628564
"2017-06-07 07:00:00",31717,471.5,184,48.71,18.36,345.3,4.578,424.1,10.26,16.9,0.629,422.8,165.7,-78.75,11.85,0.104,0.002,817,183.5,472.8,26.89,344,157.6,20.91,1.782,6.201,0.924,306.4,825,2971457
"2017-06-07 08:00:00",31718,607.3,185.7,63.84,19.42,329.8,3.85,437.1,12.51,17.72,0.702,543.5,166.3,-107.3,14.63,0.105,0.002,937,184,501,31.24,436.2,153.2,23.14,2.122,3.013,0.805,324.6,1075,3869139
