"TOA5","E7331","CR1000","E7331","CR1000.Std.26","CPU:rad_tower_v1_2.CR1","7834","Rad_dhm"
"TIMESTAMP","RECORD","SR01Up_Avg","SR01Up_Std","SR01Dn_Avg","SR01Dn_Std","IR01UpCo_Avg","IR01UpCo_Std","IR01DnCo_Avg","IR01DnCo_Std","NR01TC_Avg","NR01TC_Std","NetRs_Avg","NetRs_Std","NetRl_Avg","NetRl_Std","Albedo_Avg","Albedo_Std","UpTot_Avg","UpTot_Std","DnTot_Avg","DnTot_Std","NetTot_Avg","NetTot_Std","Tsurf_Avg","Tsurf_Std","Tsky_Avg","Tsky_Std","PAR_Std","PAR_Avg","PAR_Tot"
"TS","RN","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","W/m^2","W/m^2","W/m^2","W/m^2",".",".","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","Deg C","Deg C","umol/s/m^2","umol/s/m^2","umol/s/m^2"
"","","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Std","Avg","Tot"
"2017-05-08 01:00:00",30991,-3.51,0.286,0.144,0.195,352.3,1.827,363.4,0.278,10.21,0.173,-3.654,0.288,-11.19,1.71,-0.043,0.058,348.7,1.943,363.6,0.253,-14.85,1.813,9.8,0.054,7.598,0.365,0.001,0.013,47.93974
"2017-05-08 02:00:00",30992,-3.177,0.196,-0.016,0.175,351.1,2.559,362,0.872,9.9,0.217,-3.161,0.305,-10.87,2.149,0.006,0.056,348,2.557,362,0.753,-14.03,2.101,9.52,0.17,7.374,0.513,0.001,0.014,49.56662
"2017-05-08 03:00:00",30993,-3.142,0.643,0.306,0.393,351.4,3.759,360.6,0.809,9.72,0.229,-3.448,0.979,-9.15,4.539,-0.077,0.127,348.3,3.294,360.9,0.48,-12.6,3.719,9.24,0.158,7.426,0.752,0.055,0.047,167.4007
"2017-05-08 04:00:00",30994,-1.354,1.27,0.607,0.183,354.1,0.829,358.2,0.478,9.01,0.12,-1.962,1.38,-4.065,0.491,"NAN","NAN",352.8,0.737,358.8,0.625,-6.026,1.031,8.78,0.094,7.974,0.164,2.303,2.907,10464.05
"2017-05-08 05:00:00",30995,5.314,3.314,0.7,0.253,351.3,1.771,357.7,0.494,9.11,0.145,4.614,3.101,-6.44,1.321,0.193,0.133,356.6,1.832,358.4,0.346,-1.826,1.95,8.68,0.097,7.399,0.354,6.271,16.46,59267.39
"2017-05-08 06:00:00",30996,19.92,5.941,2.336,1.046,348,0.596,356.9,0.611,8.33,0.659,17.59,4.986,-8.91,0.842,0.113,0.024,368,5.784,359.3,0.934,8.68,4.953,8.53,0.12,6.753,0.12,12.93,46.27,166562.4
"2017-05-08 07:00:00",30997,43.43,16.71,4.674,1.282,346.6,0.608,357.8,1.147,7.819,0.194,38.76,15.43,-11.14,1.701,0.113,0.016,390.1,16.16,362.5,2.374,27.61,13.85,8.69,0.226,6.474,0.123,31.76,92.4,332717
"2017-05-08 08:00:00",30998,126.1,43.64,11.72,3.815,346.2,1.225,363.3,3.078,8.45,0.343,114.4,39.84,-17.1,2.457,0.094,0.006,472.4,44.27,375,6.722,97.3,37.65,9.78,0.599,6.391,0.247,79.16,245.5,883837.7
