"TOA5","E7331","CR1000","E7331","CR1000.Std.26","CPU:rad_tower_v1_2.CR1","7834","Rad_dhm"
"TIMESTAMP","RECORD","SR01Up_Avg","SR01Up_Std","SR01Dn_Avg","SR01Dn_Std","IR01UpCo_Avg","IR01UpCo_Std","IR01DnCo_Avg","IR01DnCo_Std","NR01TC_Avg","NR01TC_Std","NetRs_Avg","NetRs_Std","NetRl_Avg","NetRl_Std","Albedo_Avg","Albedo_Std","UpTot_Avg","UpTot_Std","DnTot_Avg","DnTot_Std","NetTot_Avg","NetTot_Std","Tsurf_Avg","Tsurf_Std","Tsky_Avg","Tsky_Std","PAR_Std","PAR_Avg","PAR_Tot"
"TS","RN","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","W/m^2","W/m^2","W/m^2","W/m^2",".",".","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","Deg C","Deg C","umol/s/m^2","umol/s/m^2","umol/s/m^2"
"","","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Std","Avg","Tot"
"2017-07-21 01:00:00",32767,-5.462,0.928,-0.917,0.196,368,6.36,418.8,0.722,22.39,0.527,-4.545,0.904,-50.82,6.665,0.172,0.044,362.6,7.279,417.9,0.792,-55.37,7.555,20.02,0.126,10.68,1.218,0,0.007,24.02154
"2017-07-21 02:00:00",32768,-4.53,0.578,-0.619,0.471,366.8,7.903,415,2.031,21.12,0.264,-3.91,0.52,-48.25,6.107,0.131,0.101,362.3,8.21,414.4,2.018,-52.16,6.524,19.35,0.358,10.44,1.516,0.001,0.007,25.63087
"2017-07-21 03:00:00",32769,-3.297,1.339,-0.213,0.261,364,1.844,413.3,0.494,20.9,0.132,-3.085,1.284,-49.28,1.693,"NAN","NAN",360.7,2.601,413.1,0.705,-52.36,2.328,19.04,0.087,9.91,0.358,2.247,1.487,5354.726
"2017-07-21 04:00:00",32770,34.22,23.7,3.798,2.822,365.8,2.921,413.4,0.939,19.66,0.89,30.42,20.9,-47.61,2.338,0.098,0.036,400,25.53,417.2,3.438,-17.19,22.19,19.07,0.166,10.26,0.565,34.26,57,205189.8
"2017-07-21 05:00:00",32771,89.6,25.95,9.79,2.916,390.7,19.03,423.2,3.268,19.95,0.328,79.77,23.04,-32.48,16.07,0.109,0.003,480.3,16,433,3.021,47.29,13.38,20.78,0.568,14.91,3.519,31.92,147.3,530119.4
"2017-07-21 06:00:00",32772,93.2,21.54,10.55,2.573,411.2,2.65,432,1.362,20.77,0.227,82.7,18.97,-20.86,2.887,0.113,0.002,504.4,20.95,442.6,2.406,61.82,18.9,22.3,0.233,18.66,0.471,34.16,176.2,634277.1
"2017-07-21 07:00:00",32773,73.79,20.44,8,2.165,414.5,0.676,434.2,1.23,21.18,0.096,65.79,18.28,-19.7,1.532,0.109,0.003,488.3,20.04,442.2,3.301,46.09,16.79,22.67,0.209,19.26,0.119,39.69,149.2,537034.1
"2017-07-21 08:00:00",32774,127.5,31.84,13.7,3.534,406.6,3.891,433.5,2.204,21.18,0.16,113.8,28.33,-26.9,5.438,0.107,0.003,534.1,29.9,447.2,4.238,86.9,26.65,22.55,0.376,17.85,0.696,59.78,262.5,944920.3
