"TOA5","E7331","CR1000","E7331","CR1000.Std.26","CPU:rad_tower_v1_2.CR1","7834","Rad_dhm"
"TIMESTAMP","RECORD","SR01Up_Avg","SR01Up_Std","SR01Dn_Avg","SR01Dn_Std","IR01UpCo_Avg","IR01UpCo_Std","IR01DnCo_Avg","IR01DnCo_Std","NR01TC_Avg","NR01TC_Std","NetRs_Avg","NetRs_Std","NetRl_Avg","NetRl_Std","Albedo_Avg","Albedo_Std","UpTot_Avg","UpTot_Std","DnTot_Avg","DnTot_Std","NetTot_Avg","NetTot_Std","Tsurf_Avg","Tsurf_Std","Tsky_Avg","Tsky_Std","PAR_Std","PAR_Avg","PAR_Tot"
"TS","RN","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","W/m^2","W/m^2","W/m^2","W/m^2",".",".","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","Deg C","Deg C","umol/s/m^2","umol/s/m^2","umol/s/m^2"
"","","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Std","Avg","Tot"
"2017-08-04 01:00:00",33102,-4.703,0.554,-0.51,0.504,374.8,3.296,427.2,1.893,23.53,0.445,-4.193,0.249,-52.41,3.268,0.099,0.097,370.1,3.301,426.7,1.986,-56.61,3.443,21.47,0.326,11.98,0.625,0,0.007,23.89541
"2017-08-04 02:00:00",33103,-4.715,0.386,-0.296,0.322,365.1,3.06,422.4,1.166,22.7,0.265,-4.419,0.165,-57.33,2.166,0.058,0.068,360.4,3.226,422.1,1.296,-61.75,2.28,20.64,0.203,10.12,0.594,0,0.007,23.8737
"2017-08-04 03:00:00",33104,-4.186,0.343,-0.166,0.169,366.7,3.132,420.6,0.288,22.12,0.115,-4.02,0.309,-53.88,3.128,0.038,0.039,362.5,3.373,420.4,0.355,-57.9,3.393,20.32,0.05,10.43,0.607,0.278,0.153,549.636
"2017-08-04 04:00:00",33105,7.794,9.96,0.779,0.808,378,2.333,423.5,1.13,22.8,0.432,7.015,9.17,-45.5,1.586,"NAN","NAN",385.8,11.47,424.3,1.846,-38.48,9.65,20.83,0.196,12.59,0.442,17.86,21.1,75951.88
"2017-08-04 05:00:00",33106,82.3,60.96,8.61,5.638,373,4.333,426.4,3.104,21.24,0.386,73.65,55.36,-53.42,6.709,0.108,0.009,455.2,58.36,435,8.63,20.24,49.84,21.33,0.534,11.64,0.825,66.47,132.5,476931.8
"2017-08-04 06:00:00",33107,265.5,81.1,23.45,7.863,370.9,1.381,449.4,7.416,24.78,1.099,242.1,73.29,-78.51,6.414,0.087,0.007,636.4,82.1,472.9,13.29,163.6,70.23,25.22,1.228,11.25,0.264,148.2,406.9,1464911
"2017-08-04 10:00:00",33108,204.5,39.38,22.34,4.29,428.9,0.772,492.2,3.437,29.04,0.287,182.2,35.1,-63.29,4.05,0.109,0.001,633.4,39.23,514.6,6.556,118.9,33.6,32.09,0.532,21.77,0.133,75.27,410.4,1397457
"2017-08-04 11:00:00",33109,300.6,98.5,32.68,11.22,429.4,1.461,496.4,3.867,29.05,0.158,267.9,87.3,-67.03,4.349,0.108,0.002,730,97.6,529.1,14.2,200.9,83.6,32.74,0.594,21.85,0.251,189.4,594.2,2139174
