"TOA5","E7331","CR1000","E7331","CR1000.Std.26","CPU:rad_tower_v1_2.CR1","7834","Rad_dhm"
"TIMESTAMP","RECORD","SR01Up_Avg","SR01Up_Std","SR01Dn_Avg","SR01Dn_Std","IR01UpCo_Avg","IR01UpCo_Std","IR01DnCo_Avg","IR01DnCo_Std","NR01TC_Avg","NR01TC_Std","NetRs_Avg","NetRs_Std","NetRl_Avg","NetRl_Std","Albedo_Avg","Albedo_Std","UpTot_Avg","UpTot_Std","DnTot_Avg","DnTot_Std","NetTot_Avg","NetTot_Std","Tsurf_Avg","Tsurf_Std","Tsky_Avg","Tsky_Std","PAR_Std","PAR_Avg","PAR_Tot"
"TS","RN","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","W/m^2","W/m^2","W/m^2","W/m^2",".",".","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","Deg C","Deg C","Deg C","umol/s/m^2","umol/s/m^2","umol/s/m^2"
"","","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Std","Avg","Tot"
"2017-06-25 01:00:00",32143,-5.737,0.651,-0.398,0.483,336.3,0.411,398.2,1.004,18.82,0.113,-5.339,0.281,-61.9,1.087,0.06,0.086,330.6,0.844,397.8,1.359,-67.24,1.014,16.34,0.183,4.366,0.085,0,0.007,23.7581
"2017-06-25 02:00:00",32144,-5.217,0.769,-0.529,0.495,340.1,2.814,395.5,0.85,18.04,0.429,-4.688,0.582,-55.39,3.57,0.089,0.125,334.9,3.411,395,1.075,-60.08,4.097,15.85,0.155,5.152,0.575,0.043,0.033,117.5264
"2017-06-25 03:00:00",32145,3.743,8.45,0.488,0.551,343.2,1.787,396.2,0.427,18.15,0.398,3.255,8.05,-52.95,1.677,"NAN","NAN",347,6.917,396.7,0.521,-49.7,6.718,15.97,0.078,5.784,0.363,11.48,11.01,39629.16
"2017-06-25 04:00:00",32146,54.85,25.88,5.932,2.618,334.2,2.154,395.8,1.64,16.03,0.253,48.91,23.31,-61.64,3.411,0.109,0.011,389,24.5,401.8,4.198,-12.73,20.38,15.91,0.299,3.926,0.446,46.18,96.5,347362.6
"2017-06-25 05:00:00",32147,214.8,42.56,18.59,3.484,335.4,1.395,412.4,5.228,18.51,0.879,196.2,39.2,-77.02,3.963,0.087,0.005,550.2,43.29,431,7.667,119.2,36.8,18.88,0.929,4.175,0.289,68.06,363.3,1307911
"2017-06-25 06:00:00",32148,331.3,69.32,30.54,6.62,336.1,1.371,430.3,8.37,20.71,0.841,300.7,62.73,-94.2,7.474,0.092,0.002,667.4,69.99,460.9,14.2,206.5,56.79,22,1.434,4.321,0.283,121.4,478.7,1723235
"2017-06-25 07:00:00",32149,542.6,65.71,51.64,7.393,339.4,1.836,461,9.85,23.36,0.696,490.9,58.42,-121.6,8.29,0.095,0.003,882,67.1,512.6,17.07,369.4,50.67,27.11,1.607,4.996,0.376,234.6,854,3075714
"2017-06-25 08:00:00",32150,694.8,36.82,71.09,4.787,347,1.304,490.5,8.94,25.26,0.893,623.8,32.26,-143.5,8.07,0.102,0.002,1042,37.7,561.6,13.44,480.3,24.57,31.81,1.387,6.546,0.263,205.7,1181,4249830
